,Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2
3127,5252,23,1.0,36.31437454222571,,6.0,12,12.0,2015,0.034656082,B,B,0,168,0,,0,0,B
4837,14540,6,3.0,75.79530913564811,76.62545146690293,1.0,12,17.0,2016,0.243204519,B,B,5,1564,0,540.0,0,0,B
4777,13074,27,2.0,63.8475951900427,62.85608013662533,1.0,4,22.0,2015,0.211401214,B,B,9,1892,0,,0,1,B
2125,5360,60,1.0,32.50083548885619,21.12363367312566,5.0,10,9.0,1987,0.341071945,B,B,27,5664,48,2300.0,3,11,B
2921,14683,10,2.0,52.70677397950531,34.38709122845507,8.0,6,17.0,1989,0.089039719,B,B,33,7976,5,,0,11,B
4266,14215,4,3.0,67.72730687474112,46.68810241363855,9.0,8,12.0,1968,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
4267,6290,30,3.0,77.31338194484648,,1.0,27,25.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
1130,12479,64,1.0,34.27677792317554,19.78944077848273,6.0,6,9.0,1969,0.135649789,B,B,46,7960,6,350.0,3,11,B
1631,6060,53,4.0,56.60016154103276,2.7420676076353026,1.0,6,18.0,1977,0.049637257,B,B,34,7759,0,229.0,1,3,B
1761,16369,27,3.0,80.18091269037039,41.355706569723466,1.0,10,12.0,2015,0.017647053,B,B,2,469,0,,0,0,B
2801,7264,27,3.0,47.6455506446457,,0.0,26,25.0,1977,0.072157581,B,B,2,629,1,,0,0,A
45,8174,23,1.0,46.88683597148046,,0.0,3,3.0,2016,0.034656082,B,B,0,168,0,,0,0,B
2309,973,18,1.0,41.92833188819943,21.385775607732533,8.0,5,14.0,1989,0.0,B,B,30,5562,0,,0,5,A
767,2112,39,3.0,57.2934574190353,39.72928154859253,5.0,3,9.0,1970,0.428825818,B,B,25,5011,8,730.0,0,2,B
910,15313,76,1.0,37.58702793369136,15.039961283814428,7.0,3,9.0,1965,0.0,B,B,7,1660,39,1786.0,1,5,B
3700,7127,69,3.0,74.0297696255355,43.34754809163996,10.0,8,23.0,1986,0.0,B,B,18,3374,5,620.0,1,2,B
175,4884,29,1.0,39.68887710532403,18.944480450824138,8.0,2,14.0,1977,0.069660344,B,B,31,6119,4,,1,2,B
4226,3238,13,1.0,38.70694320605964,20.38525122390129,10.0,17,22.0,1996,0.090799103,B,B,74,19083,2,,5,15,B
476,12578,23,2.0,65.27726764082085,,1.0,3,17.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
2246,5430,101,1.0,38.74370289661279,22.87738591588361,6.0,4,9.0,1979,0.225824954,A,B,41,6558,7,1548.0,3,2,B
4501,2756,119,1.0,42.78728901432349,21.071057961100163,10.0,15,23.0,2006,0.333891544,B,B,30,6564,1,,0,0,B
2336,3862,1,2.0,64.9669857639587,65.6572491587659,0.0,8,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
1244,16728,101,1.0,36.775700968474816,23.71829967860498,9.0,10,12.0,1973,0.225824954,A,B,41,6558,7,1548.0,3,2,B
2110,12588,108,3.0,76.53132804062339,53.93333647094448,9.0,7,8.0,1958,0.0,B,B,23,3684,2,,0,4,B
4310,3146,1,3.0,83.0531208131697,,10.0,7,17.0,2017,0.007122317,B,B,1,264,0,,0,1,B
3543,11045,95,1.0,46.78767674845995,,0.0,5,0.0,1977,0.0006991189999999,B,B,14,3369,24,4129.0,0,3,B
2890,2431,31,3.0,59.26165171403849,46.071290037491366,5.0,3,9.0,1973,0.151346216,B,A,32,5889,10,830.0,4,1,B
4962,7432,23,2.0,53.83014301033062,,10.0,1,5.0,1977,0.034656082,B,B,0,168,0,,0,0,B
2898,6926,129,3.0,66.07887919950788,49.987887231377954,7.0,14,12.0,1985,0.460556389,B,B,20,4386,14,,1,5,B
4856,10281,1,2.0,63.00832630836655,,1.0,17,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
282,13663,93,2.0,52.52496336674217,33.73929465513411,8.0,6,14.0,1988,0.521867054,B,B,25,6149,0,,0,0,B
1425,5611,27,1.0,45.65114152664383,43.722786992823,12.0,6,12.0,1977,0.072157581,B,B,2,629,1,,0,0,A
451,5729,124,1.0,33.68030681079079,18.12588870219044,5.0,5,5.0,1959,0.16909109,B,B,19,3856,10,,2,5,B
2119,13805,23,2.0,55.03129296994047,55.77806517493887,1.0,4,12.0,2017,0.005767451,B,B,1,388,0,,0,0,B
4595,3725,27,1.0,41.68832813488761,40.55421074722895,1.0,15,17.0,2018,0.011654127,B,B,4,915,0,,0,0,B
4126,9599,161,1.0,44.86158533901654,17.158929638122046,10.0,19,20.0,1977,0.0006991189999999,B,B,14,3369,24,4129.0,0,3,B
83,14113,27,1.0,33.31821814724473,20.315534772105877,5.0,6,5.0,1981,0.051815435,B,B,5,1227,0,,0,0,B
4548,15110,58,2.0,67.10410799490195,,1.0,5,3.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B
4814,7344,46,1.0,39.63351337952943,21.07616084907109,9.0,10,12.0,1971,0.0,B,B,47,11319,0,1145.0,3,5,B
1651,1906,6,2.0,54.43138301078786,32.55715926935128,8.0,7,17.0,2014,0.243204519,B,B,5,1564,0,540.0,0,0,B
1292,16786,23,1.0,44.66916066224369,,1.0,7,25.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
46,9247,67,3.0,65.0196467536,41.287476354713625,7.0,10,9.0,1979,0.100455735,B,B,43,7227,0,,1,6,A
2554,1228,6,2.0,70.5774392965824,,1.0,7,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
4928,13900,169,1.0,48.53024790518637,,0.0,8,0.0,1977,0.178916796,B,B,18,3594,4,192.0,1,5,B
394,12528,21,1.0,36.95716462088589,21.68070204317732,6.0,5,6.0,1962,0.034331497,B,B,25,5487,3,,0,4,B
280,12775,96,1.0,39.319723211685655,19.763375307621967,8.0,3,14.0,2011,0.041116354,B,B,53,14892,4,,1,4,B
3706,2569,6,1.0,40.69563140466281,,0.0,17,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
4530,12669,23,2.0,65.86421693719869,,1.0,11,17.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
3806,9952,7,2.0,45.61848681332035,29.896995034518923,5.0,4,5.0,1967,0.130617806,B,B,39,10418,9,900.0,1,9,B
808,8629,1,1.0,42.95319588154394,25.836392398392235,8.0,3,14.0,1995,0.025609157,B,B,33,5261,0,240.0,3,1,B
368,7609,23,2.0,55.512596232854136,,10.0,5,20.0,1977,0.034656082,B,B,0,168,0,,0,0,B
2082,9751,57,1.0,40.21672923786829,21.94410487351068,6.0,4,17.0,2003,0.133215333,B,B,49,11395,3,1406.0,3,4,A
3863,9324,128,3.0,62.75176455391608,47.74583998219315,6.0,11,9.0,1972,0.0,B,B,27,4798,0,30.0,2,8,B
1597,1619,169,2.0,60.19436250168855,,1.0,7,17.0,2019,0.178916796,B,B,18,3594,4,192.0,1,5,B
4649,9311,27,1.0,41.36364491966208,22.765417651759986,7.0,5,10.0,1999,0.041116354,B,B,53,14892,4,,1,4,B
1214,16444,31,1.0,32.731194800887906,15.019806603539712,8.0,1,5.0,1964,0.151346216,B,A,32,5889,10,830.0,4,1,B
3584,11962,59,1.0,45.57308066621864,45.490972650885226,0.0,11,11.0,2015,0.019508796,B,B,37,7687,11,176.0,5,5,B
1843,211,27,1.0,44.783509650140665,,0.0,5,0.0,1977,0.072157581,B,B,2,629,1,,0,0,A
442,2273,37,3.0,81.26409040417501,44.60794641362168,12.0,8,17.0,2002,0.178916796,B,B,18,3594,4,192.0,1,5,B
2160,2874,99,2.0,46.4731215661529,30.653943617807112,5.0,4,5.0,1969,0.033493708,B,B,66,10573,1,1322.0,3,8,B
2718,14742,29,2.0,40.40697003850069,26.62291587216397,5.0,1,5.0,1963,0.069660344,B,B,31,6119,4,,1,2,B
764,16545,25,2.0,62.331385264356506,,0.0,14,25.0,1977,0.069753361,B,B,53,13670,4,,1,11,B
1158,8373,74,2.0,78.62221205458839,,1.0,9,17.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
2128,307,97,1.0,38.89710093888839,23.787833291632648,6.0,2,4.0,1962,0.486245621,B,B,13,2514,19,,0,6,B
1424,3528,9,2.0,60.72022967076947,36.68971084897032,10.0,16,17.0,1992,0.13012277,B,B,8,1986,0,,0,0,B
4568,7064,41,4.0,68.87073067414137,47.88058427156124,6.0,2,9.0,1976,0.036122292,B,B,24,4378,0,1036.0,1,1,B
4234,12668,27,2.0,77.18424616193863,,0.0,13,0.0,1977,0.072157581,B,B,2,629,1,,0,0,A
989,11002,119,2.0,39.88853665186903,25.399791854318515,6.0,5,9.0,1968,0.033493708,B,B,66,10573,1,1322.0,3,8,B
1250,6933,37,2.0,77.16846718175584,36.89155015314615,13.0,4,6.0,2010,0.127811589,B,B,28,7287,5,320.0,1,3,B
2521,8325,18,1.0,41.174564925181066,21.425854187016668,8.0,10,17.0,1998,0.0,B,B,30,5562,0,,0,5,A
123,3944,101,2.0,45.01684251607946,30.462648483560315,6.0,4,5.0,1966,0.225824954,A,B,41,6558,7,1548.0,3,2,B
834,1566,29,1.0,31.498954134362425,17.640667056609907,6.0,6,9.0,1977,0.069660344,B,B,31,6119,4,,1,2,B
3906,13791,9,2.0,58.2142879088597,32.62616318965069,12.0,15,14.0,1999,0.31019913,B,B,11,2748,1,,0,0,B
2757,14466,84,3.0,78.53758483988389,50.51252981264494,7.0,2,5.0,1956,0.006076152,B,B,30,5285,0,645.0,6,6,B
2729,3320,170,1.0,33.69316965721442,18.859937814842027,5.0,1,8.0,1962,0.21843974,B,B,21,4472,6,1450.0,4,7,A
3493,11350,32,1.0,37.362347202556855,15.591407964282716,13.0,19,25.0,2015,0.135649789,B,B,46,7960,6,350.0,3,11,B
1578,12599,101,1.0,39.582100175982326,20.54706542320045,8.0,6,12.0,2006,0.225824954,A,B,41,6558,7,1548.0,3,2,B
1005,14107,6,1.0,38.51611525893773,,0.0,9,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
4929,6274,23,1.0,41.85589878568871,,1.0,26,25.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
2066,16156,9,2.0,60.125115183450326,36.7702257723826,9.0,3,22.0,1983,0.136244425,B,B,11,2370,0,,0,1,B
446,7808,8,1.0,30.53997286082909,14.90298417418228,5.0,1,5.0,1967,0.458174486,B,A,26,4439,1,1130.0,1,5,B
3568,7748,6,3.0,83.62196534271982,,1.0,11,1.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
279,6183,21,2.0,46.56982036483815,31.64756690933532,5.0,3,5.0,1964,0.194489265,B,B,47,8004,3,125.0,3,5,B
4494,4445,61,3.0,64.91570302915984,43.59426054435693,8.0,2,16.0,1981,0.300322518,B,B,52,10311,6,,1,9,B
3202,306,90,2.0,47.596045219958896,31.21631617771165,5.0,4,5.0,1964,0.265088676,B,B,37,5288,0,1937.0,3,2,B
3173,5265,49,3.0,56.60793912183414,35.71362801420688,6.0,5,5.0,1963,0.020741326,B,B,24,5613,5,1340.0,2,5,B
4688,7134,30,2.0,64.22692249579332,,1.0,16,17.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
111,8870,151,1.0,34.71337120701702,20.278795957535788,10.0,8,12.0,1968,0.236108458,B,B,16,3893,27,,3,10,B
4024,4007,121,3.0,72.55033572802222,48.43556594355172,7.0,8,16.0,1977,0.212515361,B,B,19,3293,16,628.0,3,7,B
1634,11228,6,1.0,79.09204793622216,5.7986639628099725,1.0,3,1.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
1386,2785,53,2.0,73.81223273946736,35.865537595268385,11.0,10,20.0,2012,0.313924552,B,B,22,4625,11,3855.0,2,10,B
631,635,34,1.0,33.74211915240898,33.33656548978688,1.0,16,1.0,2018,0.069753361,B,B,53,13670,4,,1,11,B
720,14719,31,3.0,76.4358402249719,41.34873269477322,10.0,1,9.0,2002,0.151346216,B,A,32,5889,10,830.0,4,1,B
4754,11770,96,1.0,38.84680484044489,19.507564651234286,1.0,8,9.0,2005,0.041116354,B,B,53,14892,4,,1,4,B
776,16116,76,3.0,75.59234417009354,46.557785061464,10.0,7,16.0,1979,0.0,B,B,7,1660,39,1786.0,1,5,B
2145,1735,25,3.0,81.90602448497866,,1.0,4,24.0,1977,0.069753361,B,B,53,13670,4,,1,11,B
4094,4385,46,2.0,58.87737157486303,31.59340051277945,8.0,13,16.0,1981,0.0,B,B,47,11319,0,1145.0,3,5,B
4862,16677,91,1.0,36.98230459075872,24.01693853817417,5.0,7,9.0,1970,0.000995363,B,B,42,7651,1,,1,5,B
2858,8441,90,2.0,49.23517791064016,32.86714121134105,5.0,5,5.0,1966,0.265088676,B,B,37,5288,0,1937.0,3,2,B
2744,7410,91,1.0,37.57626664416647,22.281774016029036,5.0,9,9.0,1968,0.000995363,B,B,42,7651,1,,1,5,B
63,12603,27,3.0,87.11106179723497,52.263326325483405,17.0,2,3.0,2014,0.011654127,B,B,4,915,0,,0,0,B
4178,15642,20,1.0,50.36240482695722,26.673438781250557,15.0,8,11.0,2008,0.019508796,B,B,37,7687,11,176.0,5,5,B
4202,2044,53,3.0,66.08672162491128,62.09438211211903,8.0,10,9.0,1975,0.049637257,B,B,34,7759,0,229.0,1,3,B
2706,2838,7,1.0,21.588919172842587,14.604818404375203,3.0,9,9.0,1975,0.130617806,B,B,39,10418,9,900.0,1,9,B
4219,14971,44,2.0,45.5967946108787,34.53290003653864,6.0,1,5.0,1963,0.036122292,B,B,24,4378,0,1036.0,1,1,B
3625,9940,12,2.0,47.14104160913119,30.925938891703645,5.0,6,9.0,1982,0.090799103,B,B,74,19083,2,,5,15,B
781,13871,58,1.0,35.14906993007037,17.498458357548778,7.0,9,9.0,1969,0.1489038909999999,B,B,9,1952,1,1430.0,3,2,B
547,15521,72,3.0,67.61670453550299,40.21576540180365,8.0,9,9.0,1977,0.210473241,B,B,11,2398,2,1994.0,3,0,B
3801,3677,44,1.0,37.51185941257257,21.291773177771105,8.0,12,14.0,1971,0.232205084,B,B,24,4860,1,80.0,0,3,B
4775,15765,91,1.0,38.85125226373292,23.05349314082528,9.0,4,12.0,1971,0.333891544,B,B,30,6564,1,,0,0,B
918,926,21,1.0,35.23450776563746,19.026635381492337,5.0,6,5.0,1962,0.034331497,B,B,25,5487,3,,0,4,B
1708,4022,27,3.0,58.146896504950845,41.21769778186764,7.0,5,9.0,1979,0.211401214,B,B,9,1892,0,,0,1,B
50,6642,1,2.0,56.89047833586052,,1.0,12,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
1995,4923,27,1.0,41.515281040597536,39.63615956223219,1.0,15,25.0,2015,0.211401214,B,B,9,1892,0,,0,1,B
3244,7494,1,2.0,65.32888196876655,,10.0,3,17.0,2015,0.007122317,B,B,1,264,0,,0,1,B
2004,6580,1,1.0,66.07746612396379,66.43523136993767,1.0,15,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
656,5649,6,2.0,53.6965264452508,14.525565550611796,9.0,14,17.0,2014,0.243204519,B,B,5,1564,0,540.0,0,0,B
4620,12916,27,1.0,39.79868520953567,,1.0,9,19.0,1977,0.211401214,B,B,9,1892,0,,0,1,B
1365,683,23,2.0,55.4192436180326,,0.0,2,0.0,1977,0.034656082,B,B,0,168,0,,0,0,B
1552,7053,19,3.0,92.9641502043882,53.71383686774156,11.0,14,14.0,2004,0.309479124,B,B,35,7715,4,990.0,0,6,B
3675,7491,63,1.0,46.66502258510928,49.49111587817467,10.0,6,17.0,2015,0.23861713,B,B,26,3889,6,705.0,3,6,B
4823,14595,6,3.0,80.69971269269756,,1.0,10,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
4053,4830,23,2.0,60.67541802034916,60.565770035445134,1.0,5,25.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
4792,15090,19,2.0,65.8746134497815,37.7517000719476,8.0,3,5.0,1954,0.309479124,B,B,35,7715,4,990.0,0,6,B
1728,5501,27,1.0,35.059532650574965,,1.0,8,25.0,2015,0.072157581,B,B,2,629,1,,0,0,A
595,2526,28,1.0,44.97697542948097,23.877165513034463,8.0,4,14.0,1990,0.118537385,B,B,30,6207,1,1183.0,1,0,B
3020,1528,86,2.0,41.88413154527772,23.132604398785485,6.0,2,12.0,1965,0.161975568,B,A,31,7010,5,4508.0,3,7,B
3358,6320,111,3.0,60.90588834095462,40.31475184332374,5.0,7,5.0,1969,0.135649789,B,B,46,7960,6,350.0,3,11,B
1304,286,47,3.0,82.76310854201816,,1.0,15,22.0,1977,0.197367951,B,B,8,2423,1,32.0,0,1,B
1046,4834,0,2.0,45.82355644261703,27.46257400582156,8.0,5,5.0,1938,0.319809354,B,B,25,4756,16,2857.0,5,8,B
1656,14163,1,1.0,42.505318370522325,,1.0,7,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
668,10994,62,3.0,89.50345887760139,90.63453770453094,1.0,5,12.0,1977,0.072157581,B,B,2,629,1,,0,0,A
2658,11462,25,1.0,31.139960321989133,,1.0,23,24.0,1977,0.069753361,B,B,53,13670,4,,1,11,B
1376,5746,62,1.0,44.02135555960434,,0.0,13,0.0,1977,0.072157581,B,B,2,629,1,,0,0,A
1067,16527,48,1.0,41.76158437070264,22.45828788636097,10.0,12,12.0,2013,0.041124634,B,B,46,9515,5,,1,10,B
2591,11437,52,2.0,38.640295100488615,22.59008949096153,6.0,3,12.0,1971,0.371148999,B,B,34,7065,1,750.0,2,5,B
1692,2886,12,2.0,55.63101702848916,33.13934348673409,8.0,13,14.0,1987,0.090799103,B,B,74,19083,2,,5,15,B
3987,8516,6,1.0,38.27845261227444,42.65581276177515,1.0,18,17.0,2016,0.243204519,B,B,5,1564,0,540.0,0,0,B
3636,6613,46,3.0,57.79118907532879,36.21210910758168,5.0,5,5.0,1967,0.0,B,B,47,11319,0,1145.0,3,5,B
1961,5793,82,2.0,46.80244397331724,28.906196969169606,6.0,3,12.0,1977,0.037316452,B,B,32,6748,93,562.0,4,10,B
3280,6946,85,2.0,46.06167887246925,30.61073204554912,6.0,3,9.0,1976,0.037177818,B,B,52,11217,1,2300.0,1,7,B
1915,5608,52,2.0,64.26868872512564,65.3086427714118,1.0,8,17.0,1977,0.371148999,B,B,34,7065,1,750.0,2,5,B
3108,15733,2,2.0,44.64969522412724,31.33894222692618,5.0,7,9.0,1970,0.130617806,B,B,39,10418,9,900.0,1,9,B
2427,12897,78,2.0,63.08640772002165,36.814193762066544,10.0,23,22.0,1997,0.092290642,B,B,21,4346,2,165.0,1,2,B
772,270,83,1.0,32.287884366667484,18.334036634115648,6.0,8,9.0,1973,0.0077202819999999,B,B,38,4788,2,,0,4,B
3986,1781,27,3.0,82.36401543559012,,1.0,9,12.0,1977,0.072157581,B,B,2,629,1,,0,0,A
2391,10816,51,3.0,97.88933216939984,58.64056425285965,12.0,4,5.0,1929,0.015016892,B,B,17,3079,59,2890.0,0,8,B
2817,13736,27,1.0,141.5402154863168,91.70480619941944,42.0,3,3.0,2013,0.014072961,B,B,2,475,0,,0,0,B
445,12303,27,2.0,62.42918553395689,,0.0,14,19.0,1977,0.211401214,B,B,9,1892,0,,0,1,B
1601,8362,116,2.0,47.66671174005107,30.409701336072267,6.0,5,12.0,1961,1.8e-09,B,B,16,3681,73,1815.0,2,5,B
3791,13954,23,3.0,105.03895182185217,,1.0,5,25.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
4458,14579,27,3.0,77.38424831726405,76.90490253082197,10.0,12,19.0,2016,0.211401214,B,B,9,1892,0,,0,1,B
1116,16055,62,3.0,108.21890113362416,108.2722770533105,10.0,4,17.0,2017,0.072157581,B,B,2,629,1,,0,0,A
354,3198,47,1.0,35.71402869506629,22.638513886402112,6.0,6,9.0,1978,6.99893e-05,B,B,46,10309,1,240.0,1,16,B
3616,12058,101,1.0,33.423246576792764,18.11339665285072,5.0,5,5.0,1969,0.038692987,B,B,28,6533,1,1015.0,2,5,B
4269,4067,34,2.0,54.97198742091878,33.966561003630765,9.0,12,17.0,1998,0.069753361,B,B,53,13670,4,,1,11,B
1982,6180,75,2.0,45.97285199689183,33.43978310412859,5.0,6,5.0,1962,0.122090347,B,B,29,6566,7,1894.0,4,0,B
1490,7620,27,1.0,30.69573412509397,29.919262193853392,1.0,12,22.0,2016,0.211401214,B,B,9,1892,0,,0,1,B
4824,11787,30,1.0,45.36350172161536,,1.0,18,18.0,2015,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
4214,969,39,2.0,49.53673759131743,29.09313121703753,6.0,3,9.0,1976,0.428825818,B,B,25,5011,8,730.0,0,2,B
3340,16744,61,2.0,58.82480403733484,29.81780640169757,9.0,6,22.0,2012,0.300322518,B,B,52,10311,6,,1,9,B
3180,15181,27,4.0,104.66420890942148,66.90356254305692,1.0,4,1.0,2016,0.017647053,B,B,2,469,0,,0,0,B
2832,13058,6,2.0,52.52369529627976,34.675748344973755,9.0,6,17.0,2016,0.243204519,B,B,5,1564,0,540.0,0,0,B
1964,13802,41,2.0,55.54066534237089,31.655865388012987,8.0,12,17.0,1984,0.175054867,B,B,36,10055,3,,1,0,B
4550,197,27,1.0,37.6541271074997,5.480478757001055,1.0,6,17.0,1977,0.011654127,B,B,4,915,0,,0,0,B
990,13592,31,3.0,68.56716856897975,69.15656737141963,7.0,3,9.0,1960,0.0,B,B,23,3684,2,,0,4,B
3522,6723,6,2.0,62.939308774026365,64.61850100040273,1.0,10,17.0,2017,0.243204519,B,B,5,1564,0,540.0,0,0,B
744,12343,13,2.0,55.63884113874912,34.071084858129375,9.0,16,17.0,2000,0.090799103,B,B,74,19083,2,,5,15,B
1187,979,48,3.0,67.44586674103557,48.074436521782864,6.0,11,12.0,1983,0.041124634,B,B,46,9515,5,,1,10,B
2932,11068,11,3.0,84.73759016013099,46.36080258728897,10.0,16,14.0,2000,0.0001696759999999,B,B,36,5992,0,,1,1,B
3954,15314,23,2.0,57.29001809731205,,0.0,4,0.0,1977,0.034656082,B,B,0,168,0,,0,0,B
2575,2260,105,1.0,37.91085152474015,22.81594345129993,6.0,9,9.0,1974,0.069660344,B,B,31,6119,4,,1,2,B
3169,7564,38,3.0,93.09931619745156,53.85179900128985,1.0,27,26.0,2016,0.060753049,B,B,15,2787,2,520.0,0,7,B
1640,16577,171,2.0,42.11445110229482,27.233745764092344,5.0,11,10.0,1967,0.019508796,B,B,37,7687,11,176.0,5,5,B
2174,382,57,1.0,37.76580556334872,21.24226870175888,9.0,1,12.0,1979,0.133215333,B,B,49,11395,3,1406.0,3,4,A
4041,6680,27,1.0,43.393592848286886,42.689224303106,1.0,13,15.0,2015,0.011654127,B,B,4,915,0,,0,0,B
2967,8796,27,1.0,46.26376003365632,,1.0,11,1.0,1977,0.072157581,B,B,2,629,1,,0,0,A
3919,9108,127,1.0,38.18020308714488,16.554307939008208,9.0,5,9.0,1964,0.486245621,B,B,13,2514,19,,0,6,B
2161,7415,27,3.0,84.42690266015627,,1.0,10,10.0,2017,0.017647053,B,B,2,469,0,,0,0,B
1053,13766,119,2.0,39.07941725616571,25.64221600144437,7.0,5,9.0,1964,0.000995363,B,B,42,7651,1,,1,5,B
4967,4429,122,1.0,39.590558894329575,23.87013890280072,8.0,8,14.0,1997,0.033493708,B,B,66,10573,1,1322.0,3,8,B
2508,12153,119,2.0,64.24633266598383,37.70865306519389,8.0,2,9.0,1962,0.000995363,B,B,42,7651,1,,1,5,B
1566,15451,18,1.0,40.00475499775997,23.03941890370347,9.0,8,25.0,2000,0.0,B,B,30,5562,0,,0,5,A
408,14449,25,1.0,32.93847268320188,32.57110520192509,7.0,15,17.0,2016,0.069753361,B,B,53,13670,4,,1,11,B
3103,2326,9,2.0,58.98054297823158,32.94051745357633,8.0,14,14.0,1991,0.161531741,B,B,25,5648,1,30.0,2,4,B
3634,14905,138,2.0,48.2927530743679,31.82870028042004,5.0,5,5.0,1960,0.195781053,B,B,23,5212,6,,3,2,B
2179,14636,84,1.0,38.80668861427284,21.770017425394126,7.0,5,14.0,1979,0.006076152,B,B,30,5285,0,645.0,6,6,B
1786,4852,183,1.0,40.23200687231961,22.4044797979032,10.0,15,16.0,1978,0.246623602,B,B,14,2940,45,,3,6,B
2016,7899,1,1.0,42.25931136958715,41.73178329630926,10.0,19,17.0,2019,0.007122317,B,B,1,264,0,,0,1,B
4131,7864,177,2.0,45.11280890306858,29.165319685446907,6.0,5,12.0,1971,0.0,B,B,36,6714,2,2672.0,0,2,B
1239,12110,55,1.0,42.919456478897295,24.84780489474564,8.0,12,14.0,1993,0.041365446,B,B,31,5569,0,,1,4,B
3554,9484,8,2.0,47.99687247107247,29.968061351153747,5.0,11,12.0,1968,0.43788524,B,B,23,5735,3,1084.0,0,5,B
313,2441,6,3.0,78.41436101089539,44.1117438331644,12.0,14,1.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
163,9308,53,1.0,35.51663856661769,22.000905813023948,6.0,5,9.0,1975,0.313924552,B,B,22,4625,11,3855.0,2,10,B
3284,3028,9,1.0,43.34834794254378,0.8092645741447718,0.0,16,17.0,2015,0.161531741,B,B,25,5648,1,30.0,2,4,B
4209,9457,88,1.0,35.53218603160393,22.380693711000266,6.0,5,9.0,1977,0.127375905,B,B,43,8429,3,,3,9,B
1702,4722,104,4.0,81.55730568866873,81.6473778021562,11.0,10,10.0,1955,0.212515361,B,B,19,3293,16,628.0,3,7,B
2690,16716,6,1.0,38.51580428140892,37.22548122463133,7.0,2,17.0,2018,0.243204519,B,B,5,1564,0,540.0,0,0,B
3797,3008,44,3.0,63.72514894182347,47.1521608196654,6.0,11,9.0,1969,0.036122292,B,B,24,4378,0,1036.0,1,1,B
1976,10290,84,1.0,37.33675434967256,24.57334918153026,9.0,11,12.0,1972,0.149666373,B,B,22,4789,2,4087.0,4,1,B
2936,6077,1,1.0,47.569245727689925,,1.0,8,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
2657,591,27,3.0,49.54382619861568,,0.0,20,25.0,1977,0.072157581,B,B,2,629,1,,0,0,A
726,14811,58,1.0,41.05789525897194,,1.0,17,17.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B
3058,13293,62,1.0,41.17183759742954,,0.0,8,0.0,1977,0.072157581,B,B,2,629,1,,0,0,A
2867,3031,48,3.0,84.79070574020889,82.87359689521945,1.0,20,1.0,2013,0.041124634,B,B,46,9515,5,,1,10,B
3813,16643,86,3.0,90.4609791297978,52.19675339392644,9.0,15,26.0,2011,0.161975568,B,A,31,7010,5,4508.0,3,7,B
3589,9415,74,1.0,47.65535875687625,,1.0,3,1.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
340,2821,1,3.0,76.42629454513114,48.1857940081697,10.0,12,17.0,1989,0.025609157,B,B,33,5261,0,240.0,3,1,B
253,7653,187,1.0,43.21462076509485,21.082945515723093,8.0,7,9.0,2003,0.041116354,B,B,53,14892,4,,1,4,B
4949,10601,62,2.0,43.93073517715511,26.37791031278286,5.0,2,5.0,1967,0.386771659,B,B,5,1135,0,,0,0,A
4943,16215,96,1.0,40.706905508562215,21.012513018503675,7.0,13,17.0,1996,0.041116354,B,B,53,14892,4,,1,4,B
1544,6064,1,2.0,62.98100732815196,66.22718918039762,0.0,13,24.0,1977,0.007122317,B,B,1,264,0,,0,1,B
1077,13662,74,2.0,76.47154328220451,,0.0,2,19.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
708,7538,43,3.0,63.79065568643842,46.051306898695394,4.0,4,7.0,1930,0.212515361,B,B,19,3293,16,628.0,3,7,B
